O,Na,Mg,Al,Si,Ca,YoungModulus
60.35499954,10.71135044,2.778919935,0.047971491,25.98683929,0.065104157,66.80000305
60.21899033,10.56661987,2.559365988,1.820441008,24.75732994,0.023511229,68.19999695
60.02246094,10.36112022,2.603494883,3.515378952,23.41493988,0.029735349,69
59.8259201,10.2042799,2.591665983,5.189826965,22.10710907,0.029229321,71.19999695
59.6490097,10.0446701,2.53669405,6.841096878,20.84874916,0.028717291,72.30000305
59.48720169,9.904595375,2.479286909,8.35425663,19.70248985,0.025106709,74.40000153
59.31005096,9.74088192,2.495445013,9.870594978,18.50581932,0.02779579,76.09999847
59.12012863,9.47506237,2.723699093,11.35179043,17.2531395,0.027419791,77.5
59.0202713,9.432721138,2.388067961,12.75030994,16.33390999,0.026899399,80
58.8756218,9.308073044,2.332901955,14.10332012,15.30653954,0.026476821,81.40000153
60.33921051,10.77266026,0.034264181,0.020558501,25.99966049,2.778825045,69.69999695
60.1413002,10.60387039,0.033641718,1.823380947,24.61901093,2.724978924,71
59.98413849,10.43029976,0.03635402,3.503206015,23.37894058,2.614185095,72.59999847
59.82859039,10.20680046,0.029217931,5.207284927,22.10499001,2.571177959,73.40000153
59.6252594,10.06735039,0.03830317,6.843500137,20.81138992,2.563119888,74.59999847
59.45793915,9.924311638,0.037687261,8.347727776,19.65390968,2.528187037,75.69999695
59.29711914,9.752633095,0.040146999,9.888515472,18.47689056,2.495290041,76.40000153
59.16934967,9.527861595,0.03949688,11.36902046,17.37254906,2.476150036,78.19999695
58.98847961,9.396977425,0.038904682,12.77270985,16.24121094,2.513840914,79.59999847
58.85192871,9.308214188,0.038269062,14.11244965,15.25463963,2.387401104,80.09999847
59.28591156,9.79090023,0.509621024,9.865027428,18.48534012,2.01377511,76.80000305
59.31177902,9.699440956,1.053346992,9.897135735,18.47526932,1.513607025,76.59999847
59.28992081,9.733337402,1.588232994,9.887834549,18.45626068,0.998053312,76.59999847
59.30455017,9.752331734,1.778766036,9.875857353,18.49793053,0.741152525,77
59.3221283,9.766635895,1.972465038,9.853066444,18.55167007,0.484627694,76.69999695
59.29906082,9.776130676,2.263392925,9.868765831,18.50238991,0.240852207,76.69999695
59.64912033,9.298864365,1.692392945,9.410450935,19.19285965,0.706713676,76
60,8.839812279,1.598755956,8.951787949,19.89735031,0.665629804,75.30000305
55.55667114,22.21999931,0,0,22.22332954,0,59.29999924
58.33332825,16.66666985,0,0,25,0,59.40000153
60,13.33333015,0,0,26.66666985,0,61
60,13.33333015,0,0,26.66666985,0,62.29999924
59.88360977,10.34274006,1.025267959,0.609618783,24.60988998,3.501843929,79.90000153
59.8469696,10.30552006,1.023612022,0.603757799,24.52158928,3.671124935,81.69999695
59.80921936,10.27190971,1.021631002,0.604638994,24.42880058,3.836329937,83.5
59.66511154,10.12796021,1.017693043,0.594528317,24.07489967,4.490437031,85.80000305
59.52632904,9.985678673,1.013345957,0.584081292,23.73270035,5.126544952,89.80000305
59.18367004,0,0,0,18.36734962,22.44898033,98.80000305
60.78430939,0,0,0,21.56863022,17.64706039,92.09999847
55,23.33333015,0,0,21.66666985,0,60.79999924
58.33332825,16.66666985,0,0,25,0,60.5
60.86956024,8.695652008,0,0,26.08695984,4.347826004,79
58.4070816,12.38938046,0,0,23.0088501,6.194690228,87.09999847
59.45946121,9.009009361,0,0,23.42341995,8.108109474,84.90000153
57.3913002,15.65217018,0,0,22.6086998,4.347826004,79.80000305
55.85585022,16.21622086,0,0,19.8198204,8.108109474,87.30000305
56.88072968,12.84403992,0,0,20.18349075,10.09173965,91.40000153
56.33332825,20.66666985,0,0,23,0,60
55.98070908,20.19293022,0,3.536978006,20.28939056,0,63.70000076
55.98730087,19.16060066,0,6.594432831,18.25768089,0,67.90000153
55.15681839,19.84318924,0,9.529554367,15.4704504,0,70
55.52632141,18.18713951,0,12.28069973,14.00584984,0,72.5
52.79742813,26.55948067,0,3.536978006,17.10610962,0,64.19999695
54.01618958,23.10087013,0,6.600249767,16.28269005,0,66.80000305
55.15681839,19.84318924,0,9.529554367,15.4704504,0,70
57.08868027,14.99417019,0,12.48540974,15.43173981,0,72.69999695
52.44417953,25.28665924,0,9.474954605,12.79421043,0,69.80000305
54.21940994,21.69981956,0,9.584087372,14.4966898,0,69.59999847
55.12511063,19.89749908,0,9.556827545,15.42055988,0,70
57.3538208,15.43097973,0,9.584087372,17.6310997,0,70.90000153
61.40351105,7.017543793,0,0,26.31579018,5.263157845,71
